file_name,year,degreeSeekingFirstYear_AAPI,degreeSeekingFirstYear_AIAN,degreeSeekingFirstYear_Black,degreeSeekingFirstYear_Latinx,degreeSeekingFirstYear_Unknown,degreeSeekingFirstYear_intl,degreeSeekingFirstYear_white,degreeSeekingFirstYear_Asian,degreeSeekingFirstYear_NHPI,degreeSeekingFirstYear_multi,degreeSeekingAll_AAPI,degreeSeekingAll_AIAN,degreeSeekingAll_Black,degreeSeekingAll_Latinx,degreeSeekingAll_Unknown,degreeSeekingAll_intl,degreeSeekingAll_white,degreeSeekingAll_Asian,degreeSeekingAll_NHPI,degreeSeekingAll_multi,allStudents_AAPI,allStudents_AIAN,allStudents_Black,allStudents_Latinx,allStudents_Unknown,allStudents_intl,allStudents_white,allStudents_Asian,allStudents_NHPI,allStudents_multi,forbes_ranking,school_name,public_private,Rigor of secondary school record,Class rank,Academic GPA,Standardized test scores,Application Essay,Recommendation(s),Interview,Extracurricular activities,Talent/ability,Character/personal qualities,First Generation,Alumni/ae relation,Geographical residence,State residency,Religious affiliation/commitment,Racial/ethnic status,Volunteer work,Work experience,Level of applicant’s interest
57_12_13,2012,0,5,21,519,142,49,2257,439,12,257,0,52,123,2441,858,204,10906,1940,42,1033,0,52,123,2443,860,263,10919,1942,43,1035,57,"Cal Poly State, San Luis Obispo",Public,4,1,4,4,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1
62_12_13,2012,0,3,335,246,4,70,3592,518,9,158,0,31,1893,1244,403,266,19366,2186,26,645,0,0,0,0,0,0,0,0,0,0,62,University of Georgia,Public,4,1,4,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
68_12_13,2012,0,21,320,190,69,119,3291,222,4,162,0,110,1793,960,608,467,17541,1200,12,600,0,117,1908,1032,716,618,18549,1263,12,618,68,NC State,Public,4,4,4,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1
75_12_13,2012,0,13,149,162,20,285,4128,555,8,194,0,102,1155,852,281,2520,21959,2579,34,893,0,116,1289,954,1215,2935,24103,2876,35,946,75,"University of Minnesota, Twin Cities",Public,4,4,4,4,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1
01_13_14,2013,0,1,105,124,22,152,562,271,1,46,0,4,400,424,98,569,2467,1051,3,218,0,0,0,0,0,0,0,0,0,0,1,Princeton University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,1,1,2,2,2,2
02_13_14,2013,0,21,97,272,10,164,593,325,5,187,0,63,440,1178,39,565,2584,1332,26,753,0,63,440,1178,39,565,2584,1332,26,753,2,Stanford University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
04_13_14,2013,0,3,94,139,29,135,658,220,0,80,0,31,365,549,121,570,2567,892,3,324,0,31,365,549,121,572,2573,892,3,324,4,Yale University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
07_13_14,2013,0,3,173,228,112,253,1048,451,2,83,0,14,698,962,345,1077,4418,1843,6,349,0,14,698,962,345,1077,4418,1843,6,349,7,University of Pennsylvania,Private,4,3,4,4,4,4,2,3,3,4,2,2,2,2,1,2,2,2,2
08_13_14,2013,0,6,116,167,48,185,715,306,4,110,0,15,443,630,216,717,2989,1253,5,403,0,15,443,630,216,717,2989,1253,5,403,8,Harvard University,Private,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
09_13_14,2013,0,0,54,162,12,135,358,212,0,43,0,6,252,590,55,449,1546,838,0,184,0,6,253,591,55,484,1551,840,0,185,9,Rice University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2
10_13_14,2013,0,13,225,386,305,346,1253,543,0,152,0,43,840,1597,1415,1344,6107,2340,5,618,0,43,840,1597,1421,1418,6109,2342,5,618,10,Cornell University,Private,4,3,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
11_13_14,2013,0,0,122,254,19,181,1024,359,0,82,0,6,459,810,93,608,4601,1470,0,404,0,0,0,0,0,0,0,0,0,0,11,Northwestern University,Private,4,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2
15_13_14,2013,0,10,139,136,118,97,857,168,3,85,0,26,545,538,265,393,4115,576,4,332,0,26,545,538,287,405,4122,576,4,332,15,Vanderbilt University,Private,4,4,4,4,4,3,2,4,3,4,2,2,2,2,1,2,2,2,1
16_13_14,2013,0,29,73,82,78,95,519,171,1,64,0,82,272,317,378,349,1946,581,2,227,0,82,272,317,465,380,1949,581,2,228,16,Dartmouth College,Private,4,4,4,4,4,4,2,4,3,4,2,2,2,1,1,2,3,1,1
17_13_14,2013,0,1,38,69,0,37,302,56,0,41,0,6,158,248,0,137,1155,216,0,125,0,6,158,248,0,147,1175,217,0,126,17,Williams College,Private,4,4,4,4,3,4,1,3,4,3,3,3,2,1,1,3,2,2,1
18_13_14,2013,0,8,117,194,121,175,620,221,2,84,0,24,397,670,595,721,2675,762,6,332,0,24,402,683,652,788,2766,797,7,336,18,Brown University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,2,1,2,2,2,1
19_13_14,2013,0,0,21,52,17,63,134,27,0,23,0,0,52,147,102,189,575,142,2,102,0,0,52,147,102,193,575,142,2,103,19,Claremont McKenna College,Private,4,4,4,4,3,4,2,4,3,4,2,2,2,1,1,2,2,2,1
21_13_14,2013,0,19,115,797,379,858,1047,1996,17,0,0,97,445,3599,808,4027,5018,9773,38,0,0,97,445,3599,808,4027,5018,9773,38,0,21,UCSD,Public,4,1,4,4,4,1,1,3,3,3,2,1,2,3,1,1,3,2,1
22_13_14,2013,0,0,4,25,0,22,67,119,0,11,0,3,17,98,2,87,297,415,0,58,0,0,0,0,0,0,0,0,0,0,22,California Institute of Technology,Private,4,3,3,3,3,3,1,3,2,3,2,2,1,1,1,2,2,2,1
23_13_14,2013,0,0,39,61,5,59,225,163,0,41,0,0,142,233,21,257,1003,549,0,142,0,0,143,236,79,278,1033,562,0,143,23,Wellesley College,Private,4,3,4,3,3,4,2,3,3,4,2,2,2,2,1,2,2,2,2
24_13_14,2013,0,0,57,63,18,44,197,61,0,26,0,2,208,229,106,171,745,224,0,100,0,2,208,229,106,171,745,224,0,100,24,Amherst College,Private,4,3,4,4,4,4,1,4,4,4,4,2,2,2,1,2,3,2,1
25_13_14,2013,0,1,27,59,3,27,321,28,0,31,0,2,84,223,11,84,1148,125,1,111,0,2,84,223,12,86,1150,126,1,111,25,Bowdoin College,Private,4,4,4,3,4,4,2,4,4,4,3,3,2,2,1,2,1,1,1
26_13_14,2013,0,4,395,1215,155,53,3763,559,6,220,0,85,2394,6153,896,341,18899,2438,228,912,0,88,2439,6273,916,515,19290,2486,231,930,26,University of Florida,Public,4,2,4,3,4,1,1,4,4,4,3,2,3,2,1,1,4,3,2
27_13_14,2013,0,0,20,56,18,32,160,70,0,32,0,2,85,214,80,130,652,235,0,126,0,2,86,215,83,130,656,236,0,126,27,Swarthmore College,Private,4,4,4,3,4,4,2,3,2,4,2,2,2,2,2,2,2,2,2
28_13_14,2013,0,0,120,375,84,445,1136,601,4,157,0,24,799,2450,683,2186,6894,4170,21,860,0,25,802,2480,841,2335,6899,4179,21,863,28,University of Southern California,Private,4,2,4,4,4,4,2,3,3,2,2,2,1,1,1,2,2,2,1
29_13_14,2013,0,7,246,280,516,249,3924,769,3,206,0,44,1223,1158,1856,1874,17611,3432,10,869,0,44,1226,1164,1888,1954,17672,3453,10,872,29,UMich - Ann Arbor,Public,4,1,4,3,3,3,1,2,2,3,3,2,2,2,1,1,2,2,2
31_13_14,2013,0,22,303,277,194,80,2501,405,2,162,0,85,1499,1265,460,441,11859,1581,25,667,0,87,1567,1299,496,476,12120,1615,26,684,31,UNC,Public,4,3,4,4,4,4,1,4,4,4,2,2,1,4,1,2,3,3,1
38_13_14,2013,0,2,157,135,11,319,1433,510,4,102,0,18,878,909,68,1464,7728,2445,13,452,0,18,918,937,73,1544,7976,2603,13,476,38,Georgia Tech,Public,4,1,4,3,3,2,1,4,3,3,2,2,3,3,1,2,3,3,1
40_13_14,2013,0,5,433,744,38,1171,3471,1245,7,215,0,18,1755,2613,165,4629,16829,4805,48,801,0,19,1781,2657,235,5031,17176,4932,48,816,40,UIUC,Public,4,2,4,3,3,1,1,3,3,2,2,1,2,2,1,2,2,2,1
41_13_14,2013,0,0,521,391,63,144,2059,682,2,158,0,32,3252,2310,658,793,13981,4054,21,944,0,33,3326,2335,785,859,14226,4117,21,956,41,UMD,Public,4,3,4,4,3,3,1,2,3,2,3,2,2,3,1,2,2,2,1
46_13_14,2013,0,6,291,1660,34,221,3309,1457,7,264,0,87,1685,8581,125,1828,18694,7045,44,1234,0,91,1701,8679,136,1888,19064,7130,44,1246,46,UT Austin,Public,4,4,1,3,3,2,1,3,3,2,2,1,1,2,1,2,3,3,2
50_13_14,2013,0,12,147,312,15,394,4911,368,6,174,0,66,633,1355,117,2138,22755,1626,37,777,0,70,666,1402,365,2533,23759,1694,37,793,50,U-Wisconsin,Public,4,4,4,3,3,2,1,2,2,2,2,2,1,3,1,2,2,2,2
55_13_14,2013,0,3,111,141,123,69,841,118,0,73,0,12,445,570,513,261,3710,425,5,294,0,12,447,572,514,262,3735,428,5,296,55,William & Mary,Public,4,4,4,4,4,4,2,4,4,4,2,2,2,4,1,2,4,4,1
57_13_14,2013,0,5,40,731,213,47,2901,574,5,355,0,45,143,2799,893,238,11126,2130,38,1253,0,45,143,2803,895,293,11138,2130,39,1253,57,"Cal Poly State, San Luis Obispo",Public,4,1,4,4,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1
62_13_14,2013,0,3,379,287,0,92,3737,526,6,207,0,24,1933,1359,279,319,19059,2337,29,781,0,0,0,0,0,0,0,0,0,0,62,University of Georgia,Public,4,1,4,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
63_13_14,2013,0,9,151,281,111,976,4243,362,12,138,0,33,946,1161,530,4935,19564,1439,27,581,0,33,948,1169,543,4981,19706,1449,27,584,63,Purdue University,Public,4,2,4,4,3,3,1,2,2,3,3,1,2,2,1,2,2,2,2
68_13_14,2013,0,20,215,153,64,151,3198,193,5,166,0,103,1587,981,495,613,17260,1202,14,722,0,109,1720,1026,598,759,18244,1315,15,750,68,NC State,Public,4,4,4,4,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,1
75_13_14,2013,0,6,175,173,8,283,4175,516,1,207,0,86,1153,915,223,2642,21635,2596,21,1000,0,95,1330,1026,1162,3073,23755,2920,25,1063,75,"University of Minnesota, Twin Cities",Public,4,4,4,4,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1
01_14_15,2014,0,3,105,121,18,146,583,276,5,53,0,6,406,440,86,579,2417,1097,6,221,0,0,0,0,0,0,0,0,0,0,1,Princeton University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,1,1,2,2,2,2
02_14_15,2014,0,17,101,266,3,128,620,348,7,187,0,80,415,1128,22,575,2633,1389,27,749,0,80,416,1128,37,597,2661,1394,27,749,2,Stanford University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
04_14_15,2014,0,11,87,161,13,153,637,213,0,85,0,35,371,602,89,569,2575,906,0,326,0,35,371,602,89,570,2578,906,0,326,4,Yale University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
07_14_15,2014,0,3,149,239,65,267,1050,459,0,118,0,9,693,1008,288,1103,4355,1913,4,373,0,9,693,1008,288,1103,4355,1913,4,373,7,University of Pennsylvania,Private,4,3,4,4,4,4,2,3,3,4,2,2,2,2,1,2,2,2,2
08_14_15,2014,0,2,118,182,29,187,695,317,0,120,0,14,463,657,155,755,2905,1246,3,438,0,14,463,657,155,755,2905,1246,3,438,8,Harvard University,Private,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
09_14_15,2014,0,1,80,118,4,112,341,251,1,41,0,4,262,583,52,458,1475,879,1,174,0,4,262,585,53,487,1481,879,1,174,9,Rice University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2
10_14_15,2014,0,12,198,410,171,287,1374,623,6,144,0,46,859,1669,1268,1379,6042,2470,10,623,0,46,859,1669,1268,1464,6043,2471,10,623,10,Cornell University,Private,4,3,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
11_14_15,2014,0,1,115,280,14,174,977,370,0,112,0,6,517,959,96,681,4712,1497,1,467,0,7,533,969,175,682,4813,1524,1,473,11,Northwestern University,Private,4,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2
15_14_15,2014,0,6,153,150,51,112,859,203,2,69,0,21,551,549,277,424,3972,688,5,331,0,21,551,549,300,427,3979,688,5,331,15,Vanderbilt University,Private,4,4,4,4,4,3,2,4,3,4,2,2,2,2,1,2,2,2,1
16_14_15,2014,0,29,84,111,35,90,592,157,3,51,0,91,284,341,313,343,2010,588,5,209,0,91,284,341,378,373,2020,588,5,209,16,Dartmouth College,Private,4,4,4,4,4,4,2,4,3,4,2,2,2,1,1,2,3,1,1
17_14_15,2014,0,0,35,69,0,49,286,67,0,40,0,2,143,243,0,144,1119,220,0,143,0,2,143,243,0,157,1135,222,0,143,17,Williams College,Private,4,4,4,4,3,4,1,3,4,3,3,3,2,1,1,3,2,2,1
18_14_15,2014,0,9,106,184,72,186,682,225,5,90,0,24,419,709,503,725,2728,805,10,341,0,24,422,724,581,794,2808,840,10,345,18,Brown University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,2,1,2,2,2,1
19_14_15,2014,0,1,15,41,14,63,138,36,0,19,0,1,54,156,84,215,553,132,1,97,0,1,54,157,84,221,554,132,1,97,19,Claremont McKenna College,Private,4,4,4,4,3,4,2,4,3,4,2,2,2,1,1,2,2,2,1
21_14_15,2014,0,15,88,830,364,1011,819,1788,7,0,0,101,472,3814,1702,4947,4957,8774,43,0,0,101,472,3814,1702,4947,4957,8774,43,0,21,UCSD,Public,4,1,4,4,4,1,1,3,3,3,2,1,2,3,1,1,3,2,1
22_14_15,2014,0,0,2,34,0,19,58,105,0,8,0,1,15,120,0,86,274,431,0,56,0,1,15,120,0,86,274,431,0,56,22,California Institute of Technology,Private,4,3,3,4,4,4,1,3,2,4,2,2,1,1,1,2,2,2,1
23_14_15,2014,0,1,33,47,3,65,260,147,0,37,0,1,125,202,40,243,902,526,0,133,0,1,128,205,106,275,932,538,0,138,23,Wellesley College,Private,4,3,4,2,2,4,2,3,3,4,2,2,2,2,1,2,2,2,2
24_14_15,2014,0,5,59,62,17,48,195,65,1,17,0,6,222,235,90,172,751,234,1,81,0,6,222,235,90,172,751,234,1,81,24,Amherst College,Private,4,3,4,4,4,4,1,4,4,4,4,2,2,1,1,2,3,2,1
25_14_15,2014,0,1,25,62,1,26,316,31,0,39,0,2,88,229,10,93,1144,114,0,117,0,2,88,229,10,98,1147,114,0,117,25,Bowdoin College,Private,4,4,4,3,4,4,2,4,4,4,3,3,2,2,1,2,1,1,1
26_14_15,2014,0,6,362,1314,171,64,3791,602,8,206,0,91,2192,6518,925,391,19025,2499,198,919,0,0,0,0,0,0,0,0,0,0,26,University of Florida,Public,4,2,4,3,4,1,1,4,4,4,3,2,3,2,1,1,4,3,2
27_14_15,2014,0,1,26,48,2,51,176,66,1,36,0,2,90,206,70,150,640,251,1,120,0,2,90,206,72,153,646,252,1,120,27,Swarthmore College,Private,4,4,4,3,4,4,2,3,2,4,2,2,2,2,2,2,2,2,2
28_14_15,2014,0,7,139,370,93,512,1117,659,12,189,0,24,802,2489,881,2390,6702,4138,32,934,0,25,807,2516,1021,2551,6706,4147,32,935,28,University of Southern California,Private,4,2,4,4,4,4,2,3,3,2,2,2,1,1,1,2,2,2,1
29_14_15,2014,0,9,240,280,254,256,4287,955,2,222,0,44,1161,1203,1995,1863,17483,3561,12,895,0,44,1166,1209,2013,1953,17531,3570,12,897,29,UMich - Ann Arbor,Public,4,1,4,3,3,3,1,2,2,3,3,2,2,2,1,1,2,2,2
31_14_15,2014,0,21,329,301,109,96,2506,424,2,188,0,93,1477,1323,438,445,11671,1676,25,760,0,97,1543,1351,460,474,11903,1717,29,776,31,UNC,Public,4,3,4,4,4,4,1,4,4,4,2,2,1,4,1,2,3,3,1
38_14_15,2014,0,1,150,185,109,251,1415,584,1,113,0,9,897,911,159,1495,7429,2589,12,495,0,9,935,935,167,1586,7676,2838,12,524,38,Georgia Tech,Public,4,1,4,3,3,2,2,4,3,3,2,2,3,3,1,2,3,3,1
40_14_15,2014,0,6,356,720,46,1065,3198,1353,5,188,0,16,1735,2801,171,4919,16163,5180,35,855,0,19,1752,2839,226,5359,16538,5319,37,870,40,UIUC,Public,4,2,4,3,3,1,1,3,3,2,2,1,2,2,1,2,2,2,1
41_14_15,2014,0,4,520,360,41,162,2114,725,7,196,0,35,3382,2466,469,926,13931,4238,21,1064,0,36,3447,2490,582,1022,14086,4299,21,1073,41,UMD,Public,4,3,4,4,3,3,1,2,3,2,3,2,2,3,1,2,2,2,1
46_14_15,2014,0,4,258,1500,63,264,3266,1658,10,262,0,78,1606,8529,192,1820,17914,7376,53,1346,0,81,1622,8621,202,1877,18253,7459,53,1355,46,UT Austin,Public,4,4,1,3,3,2,1,3,3,2,2,1,1,2,1,2,3,3,2
50_14_15,2014,0,10,135,328,20,380,4852,351,8,180,0,65,620,1403,88,2093,22578,1609,37,809,0,67,657,1452,285,2568,23714,1682,37,827,50,U-Wisconsin,Public,4,4,4,3,3,2,1,2,2,2,2,2,1,3,1,2,2,2,2
55_14_15,2014,0,3,124,123,43,114,903,144,0,57,0,10,463,571,410,341,3688,491,3,279,0,10,463,571,411,343,3717,501,3,280,55,William & Mary,Public,4,4,4,4,4,4,2,4,4,4,2,2,2,4,1,2,4,4,1
57_14_15,2014,0,5,33,667,198,82,2717,600,9,351,0,31,135,2918,885,284,11261,2279,34,1349,0,31,136,2921,889,334,11272,2279,34,1350,57,"Cal Poly State, San Luis Obispo",Public,4,1,4,4,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1
62_14_15,2014,0,6,383,265,58,106,3713,547,7,176,0,24,2006,1401,217,397,19327,2460,32,874,0,24,2007,1409,220,470,19377,2465,32,878,62,University of Georgia,Public,4,1,4,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
63_14_15,2014,0,9,157,296,134,1141,4022,473,0,140,0,34,896,1228,514,5240,18877,1601,20,628,0,35,899,1234,520,5282,19023,1610,20,632,63,Purdue University,Public,4,2,4,4,3,3,1,3,2,3,3,1,2,2,1,2,2,2,2
68_14_15,2014,0,16,260,192,56,131,3384,254,3,203,0,97,1491,1024,395,750,17120,1230,14,804,0,103,1616,1095,630,856,17963,1350,20,840,68,NC State,Public,4,4,4,4,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,1
75_14_15,2014,0,15,184,182,19,337,4032,548,1,212,0,77,1181,971,186,2787,21206,2670,18,1039,0,86,1343,1080,1183,3211,23343,2997,23,1085,75,"University of Minnesota, Twin Cities",Public,4,4,4,4,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1
01_15_16,2015,0,2,89,142,19,175,553,289,2,46,0,6,400,489,79,602,2343,1131,8,202,0,0,0,0,0,0,0,0,0,0,1,Princeton University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,1,1,2,2,2,2
02_15_16,2015,0,7,107,230,6,177,625,385,6,176,0,71,425,1072,21,612,2614,1432,22,725,0,71,426,1072,25,612,2614,1432,22,725,2,Stanford University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
04_15_16,2015,0,5,96,182,8,149,611,248,0,64,0,34,376,632,59,586,2571,956,2,312,0,34,376,632,60,587,2573,956,2,312,4,Yale University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
07_15_16,2015,0,3,165,260,105,283,997,474,1,89,0,9,688,998,281,1127,4255,1959,4,405,0,9,688,998,281,1127,4255,1959,4,405,7,University of Pennsylvania,Private,4,3,4,4,4,4,3,3,3,4,2,2,2,2,1,2,2,2,2
08_15_16,2015,0,4,109,176,122,218,623,314,0,93,0,15,436,680,188,764,2818,1309,3,425,0,15,436,680,249,764,2818,1309,3,425,8,Harvard University,Private,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
09_15_16,2015,0,3,62,127,17,112,355,250,1,41,0,4,253,545,58,472,1438,934,2,173,0,4,253,546,59,501,1438,934,2,173,9,Rice University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2
10_15_16,2015,0,15,223,437,235,289,1189,645,4,143,0,52,862,1726,1165,1376,5823,2574,13,635,0,52,862,1729,1171,1447,5830,2575,13,636,10,Cornell University,Private,4,3,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
11_15_16,2015,0,0,133,247,88,178,957,341,0,74,0,3,473,936,152,724,4052,1431,0,387,0,0,0,0,0,0,0,0,0,0,11,Northwestern University,Private,4,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2
15_15_16,2015,0,6,155,162,94,120,770,216,4,80,0,26,576,581,326,458,3765,794,7,324,0,26,576,581,336,466,3772,794,7,325,15,Vanderbilt University,Private,4,4,4,4,4,3,2,4,3,4,2,2,2,2,1,2,2,2,1
16_15_16,2015,0,27,74,95,23,93,559,178,5,58,0,94,284,348,220,344,2054,641,10,219,0,94,285,348,274,382,2054,641,10,219,16,Dartmouth College,Private,4,4,4,4,4,4,2,4,3,4,2,2,2,1,1,2,3,1,1
17_15_16,2015,0,1,51,67,0,46,283,76,0,27,0,4,157,261,0,161,1106,243,0,133,0,4,157,263,0,173,1126,243,0,133,17,Williams College,Private,4,4,4,4,3,4,1,3,4,3,3,3,2,1,1,3,2,2,1
18_15_16,2015,0,9,100,179,102,182,693,228,0,120,0,27,424,719,438,753,2714,842,10,393,0,27,426,737,561,855,2765,874,10,397,18,Brown University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,2,1,2,2,2,1
19_15_16,2015,0,0,13,53,28,60,131,37,0,21,0,1,57,180,81,220,560,137,2,87,0,1,57,180,81,222,561,137,2,87,19,Claremont McKenna College,Private,4,4,4,4,3,4,2,4,3,4,2,2,2,1,1,2,2,2,1
21_15_16,2015,0,22,78,704,460,1294,913,1815,6,0,0,102,510,3879,1954,6062,5033,9003,47,0,0,102,510,3879,1954,6062,5033,9003,47,0,21,UCSD,Public,4,1,4,4,4,1,1,3,3,3,2,1,2,3,1,1,3,2,1
22_15_16,2015,0,0,3,27,2,17,71,111,0,10,0,1,15,119,2,83,274,454,0,53,0,0,0,0,0,0,0,0,0,0,22,California Institute of Technology,Private,4,3,3,4,4,4,1,3,2,4,2,2,1,1,1,2,2,2,1
23_15_16,2015,0,1,32,79,49,83,206,117,0,26,0,2,118,235,87,260,860,497,0,129,0,2,120,238,211,276,876,502,0,131,23,Wellesley College,Private,4,3,4,3,3,4,2,3,3,4,2,2,2,2,1,2,2,2,2
24_15_16,2015,0,1,50,65,9,43,215,67,0,27,0,8,210,241,73,173,756,244,1,89,0,8,210,241,73,173,756,244,1,89,24,Amherst College,Private,4,3,4,4,4,4,1,4,4,4,4,2,2,1,1,2,3,2,1
25_15_16,2015,0,1,29,52,6,27,316,36,0,33,0,6,97,223,12,90,1125,125,0,116,0,6,97,223,12,93,1127,125,0,116,25,Bowdoin College,Private,4,4,4,3,4,4,2,4,4,4,3,3,2,2,1,2,1,1,1
26_15_16,2015,0,10,440,1493,172,93,4023,667,16,278,0,81,2178,7042,942,459,19457,2639,178,996,0,83,2259,7228,969,658,19931,2717,187,1011,26,University of Florida,Public,4,2,4,3,4,1,1,4,4,4,3,2,3,2,1,1,4,3,2
27_15_16,2015,0,0,27,48,8,52,166,78,1,27,0,1,95,202,47,169,661,269,2,120,0,1,95,204,49,171,670,269,2,120,27,Swarthmore College,Private,4,4,4,3,4,4,2,3,2,4,2,2,2,2,2,2,2,2,2
28_15_16,2015,0,4,144,387,35,430,1172,611,3,163,0,27,780,2556,256,2482,7431,3991,30,965,0,28,782,2564,313,2676,7451,3999,30,967,28,University of Southern California,Private,4,2,4,4,4,4,2,3,3,2,2,2,1,1,1,2,2,2,1
29_15_16,2015,0,9,298,344,374,244,3729,821,1,251,0,53,1212,1295,1822,1871,17312,3578,10,967,0,53,1216,1300,1840,1959,17370,3595,10,969,29,UMich - Ann Arbor,Public,4,1,4,3,3,3,1,2,2,3,3,2,2,2,1,1,2,2,2
31_15_16,2015,0,22,300,286,172,120,2565,441,4,166,0,103,1408,1358,608,441,11434,1802,19,778,0,105,1491,1386,631,469,11672,1841,20,800,31,UNC,Public,4,3,3,4,4,4,1,4,4,4,2,2,1,4,1,2,3,3,1
38_15_16,2015,0,2,200,191,205,244,1500,635,0,112,0,8,964,954,342,1537,7347,2772,8,528,0,8,997,988,349,1626,7614,2999,8,553,38,Georgia Tech,Public,4,1,4,3,3,2,2,4,3,3,2,2,3,3,1,2,3,3,1
