file_name,year,degreeSeekingFirstYear_AAPI,degreeSeekingFirstYear_AIAN,degreeSeekingFirstYear_Black,degreeSeekingFirstYear_Latinx,degreeSeekingFirstYear_Unknown,degreeSeekingFirstYear_intl,degreeSeekingFirstYear_white,degreeSeekingFirstYear_Asian,degreeSeekingFirstYear_NHPI,degreeSeekingFirstYear_multi,degreeSeekingAll_AAPI,degreeSeekingAll_AIAN,degreeSeekingAll_Black,degreeSeekingAll_Latinx,degreeSeekingAll_Unknown,degreeSeekingAll_intl,degreeSeekingAll_white,degreeSeekingAll_Asian,degreeSeekingAll_NHPI,degreeSeekingAll_multi,allStudents_AAPI,allStudents_AIAN,allStudents_Black,allStudents_Latinx,allStudents_Unknown,allStudents_intl,allStudents_white,allStudents_Asian,allStudents_NHPI,allStudents_multi,forbes_ranking,school_name,public_private,Rigor of secondary school record,Class rank,Academic GPA,Standardized test scores,Application Essay,Recommendation(s),Interview,Extracurricular activities,Talent/ability,Character/personal qualities,First Generation,Alumni/ae relation,Geographical residence,State residency,Religious affiliation/commitment,Racial/ethnic status,Volunteer work,Work experience,Level of applicant’s interest
39_15_16,2015,0,3,99,1543,234,1324,537,1808,11,197,0,11,417,6281,1091,3969,3101,9404,26,956,0,11,417,6281,1091,3969,3101,9404,26,956,39,UC Irvine,Public,4,3,4,4,4,1,1,4,4,3,2,1,2,2,1,1,4,4,4
40_15_16,2015,0,5,475,813,55,1109,3416,1453,5,231,0,20,1774,3096,190,5070,15493,5578,24,925,0,22,1801,3133,256,5519,15905,5757,25,950,40,UIUC,Public,4,2,4,3,3,1,1,3,3,2,2,1,2,2,1,2,2,2,1
41_15_16,2015,0,5,474,366,61,98,2040,723,5,165,0,35,3416,2536,362,996,14025,4399,20,1100,0,36,3499,2562,466,1119,14175,4452,20,1114,41,UMD,Public,4,3,4,4,3,3,1,2,3,2,3,2,2,3,1,2,2,2,NA
46_15_16,2015,0,8,355,1710,58,358,3196,1779,10,269,0,62,1631,8697,260,1875,17289,7792,58,1393,0,65,1647,8775,267,1944,17593,7865,58,1405,46,UT Austin,Public,4,4,1,3,3,2,1,3,3,2,2,1,1,2,1,2,3,3,2
50_15_16,2015,0,13,127,296,8,500,4755,339,7,225,0,62,616,1406,80,2329,22541,1635,38,873,0,65,662,1457,264,2772,23765,1726,40,911,50,U-Wisconsin,Public,4,4,4,3,3,2,1,2,2,2,2,2,1,3,1,2,2,2,2
55_15_16,2015,0,1,103,123,96,105,896,128,0,66,0,9,466,552,398,355,3697,505,0,278,0,9,466,552,398,358,3723,516,0,279,55,William & Mary,Public,4,4,4,4,4,4,2,4,4,4,2,2,2,4,1,2,4,4,1
57_15_16,2015,0,7,41,722,256,90,2805,662,4,356,0,29,161,3133,949,352,11487,2444,29,1387,0,29,161,3135,955,418,11491,2444,29,1387,57,"Cal Poly State, San Luis Obispo",Public,4,1,4,4,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1
62_15_16,2015,0,6,396,299,52,89,3638,573,6,215,0,24,2046,1489,223,449,19447,2608,31,1011,0,24,2049,1494,227,570,19521,2615,32,1015,62,University of Georgia,Public,4,1,4,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
63_15_16,2015,0,8,170,295,239,1060,4307,553,8,172,0,34,881,1277,648,5212,18744,1845,28,656,0,34,885,1281,657,5233,18861,1858,28,660,63,Purdue University,Public,4,2,4,4,3,3,1,3,2,3,3,1,2,2,1,2,2,2,2
68_15_16,2015,0,16,247,204,77,205,3220,204,2,189,0,80,1404,1045,383,933,16578,1151,16,868,0,83,1527,1123,565,1078,17525,1285,20,905,68,NC State,Public,4,4,4,4,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1
74_15_16,2015,0,2,135,248,0,74,417,571,2,28,0,24,1400,3347,0,1706,3380,4776,33,230,0,24,1416,3438,0,1709,3532,4871,34,230,74,"CUNY, Baruch College",Public,4,1,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1
75_15_16,2015,0,9,200,207,28,312,4230,544,4,237,0,70,1239,1070,185,2834,21268,2725,18,1102,0,79,1372,1169,964,3245,23070,2992,21,1159,75,"University of Minnesota, Twin Cities",Public,4,4,4,4,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2
01_16_17,2016,0,1,102,123,22,152,572,266,1,66,0,7,407,505,81,625,2284,1118,8,201,0,0,0,0,0,0,0,0,0,0,1,Princeton University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,1,1,2,2,2,2
02_16_17,2016,0,19,130,287,11,172,601,374,7,137,0,75,449,1117,28,640,2545,1454,24,700,0,75,449,1117,28,642,2545,1454,24,700,2,Stanford University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
04_16_17,2016,0,12,99,180,9,155,582,251,3,76,0,31,374,666,31,587,2526,945,4,307,0,31,374,666,31,587,2527,945,4,307,4,Yale University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
07_16_17,2016,0,2,201,247,33,312,1019,508,0,106,0,8,736,1031,192,1186,4388,2054,3,421,0,8,736,1031,192,1186,4388,2054,3,421,7,University of Pennsylvania,Private,4,3,4,4,4,4,3,3,3,4,2,2,2,2,1,2,2,2,2
08_16_17,2016,0,8,132,187,25,193,640,354,0,120,0,20,473,732,109,771,2744,1344,3,450,0,20,473,733,109,830,2746,1346,3,450,8,Harvard University,Private,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
09_16_17,2016,0,1,69,153,25,106,351,239,1,33,0,4,268,555,65,471,1420,938,3,155,0,0,0,0,0,0,0,0,0,0,9,Rice University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2
10_16_17,2016,0,21,223,463,271,366,1205,604,3,159,0,64,917,1814,1161,1461,5723,2664,13,654,0,64,917,1815,1162,1554,5723,2664,13,654,10,Cornell University,Private,4,3,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
11_16_17,2016,0,2,100,270,30,192,916,332,0,143,0,5,473,1042,159,818,3978,1452,0,426,0,0,0,0,0,0,0,0,0,0,11,Northwestern University,Private,4,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2
15_16_17,2016,0,10,171,167,62,121,759,221,5,85,0,31,632,628,338,487,3526,853,13,336,0,31,633,629,353,491,3532,853,13,336,15,Vanderbilt University,Private,4,4,4,4,4,3,2,4,3,4,2,2,2,2,1,2,2,2,1
16_16_17,2016,0,25,80,118,15,100,550,164,4,60,0,98,293,388,113,358,2106,645,11,218,0,98,293,390,125,384,2136,654,11,219,16,Dartmouth College,Private,4,4,4,4,4,4,2,4,3,4,2,2,2,1,1,2,3,1,1
17_16_17,2016,0,0,43,72,0,41,297,74,0,26,0,2,153,251,0,162,1088,263,0,123,0,2,153,253,0,177,1104,264,0,123,17,Williams College,Private,4,4,4,4,3,4,1,3,4,3,3,3,2,1,1,3,2,2,1
18_16_17,2016,0,9,109,212,91,179,728,251,5,95,0,31,429,768,401,744,2856,928,13,410,0,32,434,779,509,859,2910,972,13,418,18,Brown University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,2,1,2,2,2,1
19_16_17,2016,0,0,17,43,14,55,142,37,0,13,0,1,61,190,79,229,564,140,2,78,0,1,61,190,79,232,564,140,2,78,19,Claremont McKenna College,Private,4,4,4,4,3,4,3,4,3,4,2,2,2,1,1,2,2,2,1
21_16_17,2016,0,23,147,1143,405,1251,891,1881,5,0,0,121,658,4545,870,5445,5452,10987,49,0,0,121,658,4545,870,5445,5452,10987,49,0,21,UCSD,Public,4,1,4,4,4,1,1,3,3,3,2,1,2,3,1,1,3,2,1
22_16_17,2016,0,0,4,30,0,26,70,77,0,28,0,0,14,116,0,89,280,418,0,62,0,0,14,116,0,89,280,418,0,62,22,California Institute of Technology,Private,4,3,3,4,4,4,1,3,2,4,2,2,1,1,1,2,2,2,1
23_16_17,2016,0,0,37,68,0,80,221,138,0,47,0,1,135,255,5,268,877,528,0,146,0,1,135,255,99,293,887,531,0,146,23,Wellesley College,Private,4,3,4,3,3,4,2,3,3,4,2,2,2,2,1,2,2,2,2
24_16_17,2016,0,3,53,68,10,38,201,73,0,25,0,8,214,253,60,174,790,260,0,90,0,8,214,253,60,174,790,260,0,90,24,Amherst College,Private,4,3,4,4,4,4,1,4,4,4,4,2,2,1,1,2,3,2,1
25_16_17,2016,0,2,40,54,6,24,317,23,1,36,0,5,110,192,20,85,1158,110,1,118,0,5,110,192,20,90,1159,110,1,119,25,Bowdoin College,Private,4,4,4,3,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
26_16_17,2016,0,8,401,1313,166,150,3806,673,11,305,0,64,2036,7123,925,586,18607,2719,177,1072,0,67,2130,7352,962,786,19165,2808,186,1098,26,University of Florida,Public,4,2,4,3,4,1,1,4,4,4,3,2,3,2,1,1,4,3,2
27_16_17,2016,0,1,32,56,16,50,176,58,0,26,0,2,106,206,42,188,686,264,2,121,0,2,106,206,43,189,687,264,2,121,27,Swarthmore College,Private,4,4,4,3,4,4,2,3,2,4,2,2,2,2,2,2,2,2,2
28_16_17,2016,0,3,162,408,30,422,1244,607,9,183,0,23,824,2598,260,2550,7397,3880,41,984,0,23,825,2603,359,2669,7403,3883,42,987,28,University of Southern California,Private,4,2,4,4,4,4,2,3,3,2,2,2,1,1,1,2,2,2,1
29_16_17,2016,0,5,293,428,112,320,4123,1078,4,326,0,45,1249,1492,1435,1949,17574,3914,10,1093,0,45,1255,1495,1458,2061,17630,3931,10,1098,29,UMich - Ann Arbor,Public,4,1,4,3,3,3,1,2,2,3,3,2,2,2,1,1,2,2,2
31_16_17,2016,0,21,345,295,192,89,2661,448,0,177,0,96,1430,1398,702,452,11460,1873,12,784,0,100,1482,1412,723,464,11627,1905,13,797,31,UNC,Public,4,3,3,4,4,4,1,4,4,4,2,2,1,4,1,2,3,3,1
38_16_17,2016,0,1,184,182,167,248,1418,578,0,99,0,5,988,1003,475,1480,7382,2892,6,535,0,5,1040,1028,521,1602,7634,3093,6,560,38,Georgia Tech,Public,4,1,4,3,3,2,2,4,3,3,2,2,3,3,1,2,3,3,1
39_16_17,2016,0,1,98,1710,119,1422,732,2199,6,265,0,9,442,7152,550,4440,3864,9773,29,1072,0,9,442,7152,550,4440,3864,9773,29,1072,39,UC Irvine,Public,4,3,4,4,4,1,1,4,4,3,2,1,2,2,1,1,4,4,4
40_16_17,2016,0,3,548,934,22,1042,3328,1488,2,225,0,21,1943,3434,126,5097,15267,5865,23,976,0,22,1975,3480,165,5525,15653,6089,24,999,40,UIUC,Public,4,2,4,3,3,1,1,3,3,2,2,1,2,2,1,2,2,2,1
41_16_17,2016,0,5,554,397,71,194,2337,783,1,211,0,30,3594,2735,379,1145,14179,4596,19,1187,0,30,3669,2775,484,1311,14324,4655,19,1205,41,UMD,Public,4,3,4,4,3,3,1,2,3,2,3,2,2,3,1,2,2,2,1
46_16_17,2016,0,15,385,2079,98,452,3433,1933,10,314,0,55,1664,9000,358,2042,16812,8260,58,1427,0,57,1672,9077,367,2120,17058,8315,59,1443,46,UT Austin,Public,4,4,1,3,3,2,1,3,3,2,2,1,1,2,1,2,3,3,2
50_16_17,2016,0,11,135,355,12,554,4694,401,7,261,0,52,628,1465,81,2460,22140,1710,32,968,0,58,672,1506,216,2891,23501,1836,32,998,50,U-Wisconsin,Public,4,4,4,3,3,2,1,2,2,2,2,2,1,3,1,NA,2,2,2
55_16_17,2016,0,4,98,160,85,98,878,99,0,85,0,10,441,568,375,375,3691,491,1,293,0,10,444,570,375,376,3705,498,1,297,55,William & Mary,Public,4,4,4,4,4,4,2,4,4,4,2,2,2,4,1,2,4,4,2
57_16_17,2016,0,7,27,652,188,66,2458,585,7,351,0,29,147,3276,952,403,11510,2565,29,1456,0,29,147,3278,953,450,11517,2565,29,1458,57,"Cal Poly State, San Luis Obispo",Public,4,1,4,4,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1
62_16_17,2016,0,7,440,313,25,88,3692,667,4,197,0,21,2120,1584,211,468,19555,2811,28,1030,0,22,2124,1587,213,525,19604,2814,28,1034,62,University of Georgia,Public,4,1,4,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
63_16_17,2016,0,7,228,355,238,942,4676,570,9,218,0,42,892,1363,784,5129,18802,2110,33,711,0,42,904,1373,791,5133,18932,2120,34,714,63,Purdue University,Public,4,2,4,4,3,3,1,3,2,3,3,1,2,2,1,2,2,2,2
68_16_17,2016,0,21,249,182,144,292,3070,291,3,136,0,89,1334,1090,451,981,16211,1317,15,858,0,92,1441,1125,686,1131,17047,1404,17,904,68,NC State,Public,4,4,4,4,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1
74_16_17,2016,0,1,105,323,0,73,348,537,2,15,0,27,1367,3702,0,1672,3114,4738,26,212,0,27,1376,3791,0,1674,3281,4822,27,212,74,"CUNY, Baruch College",Public,4,1,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1
75_16_17,2016,0,16,197,225,48,342,4180,630,5,237,0,80,1327,1136,197,2779,21399,2868,26,1163,0,93,1470,1234,1162,3100,23379,3181,34,1218,75,"University of Minnesota, Twin Cities",Public,4,4,4,4,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1
01_17_18,2017,0,2,106,143,15,163,519,293,1,63,0,8,404,531,77,629,2236,1125,9,227,0,0,0,0,0,0,0,0,0,0,1,Princeton University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
02_17_18,2017,0,18,117,249,8,180,573,400,5,150,0,63,470,1102,27,646,2518,1529,22,679,0,63,471,1102,31,647,2518,1529,22,679,2,Stanford University,Private,4,4,4,4,4,4,2,4,NA,4,2,2,2,1,1,2,2,2,1
04_17_18,2017,0,5,122,207,13,157,652,299,0,124,0,33,404,724,26,614,2568,1012,4,358,0,33,404,724,26,614,2570,1012,4,359,4,Yale University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
07_17_18,2017,0,3,165,262,64,334,971,489,2,122,0,12,715,1044,179,1261,4278,2081,3,460,0,12,715,1044,179,1261,4278,2081,3,460,7,University of Pennsylvania,Private,4,3,4,4,4,4,3,3,3,4,2,2,2,2,1,2,2,2,2
08_17_18,2017,0,1,160,195,31,192,647,334,2,123,0,15,523,777,112,718,2704,1388,4,460,0,15,523,777,113,776,2709,1389,4,460,8,Harvard University,Private,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
09_17_18,2017,0,2,76,183,18,107,306,301,2,51,0,6,271,582,73,463,1373,1028,6,168,0,6,272,584,73,488,1374,1030,6,168,9,Rice University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2
10_17_18,2017,0,10,268,476,253,346,1176,644,4,172,0,57,978,1904,1142,1514,5699,2818,17,686,0,57,978,1906,1143,1602,5700,2818,17,686,10,Cornell University,Private,4,3,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
11_17_18,2017,0,2,123,223,107,191,847,288,0,122,0,7,481,1037,285,752,3840,1420,0,449,0,0,0,0,0,0,0,0,0,0,11,Northwestern University,Private,4,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2
15_17_18,2017,0,10,200,173,79,132,673,237,9,94,0,36,709,660,312,520,3321,925,20,353,0,36,709,660,322,530,3329,926,20,353,15,Vanderbilt University,Private,4,4,4,4,4,3,2,4,3,4,2,2,2,2,1,2,2,2,1
16_17_18,2017,0,16,67,120,11,112,619,196,3,71,0,80,288,434,80,373,2167,646,14,233,0,80,290,436,111,405,2189,652,14,233,16,Dartmouth College,Private,4,4,4,4,4,4,2,4,3,4,2,2,2,1,1,2,3,1,1
17_17_18,2017,0,0,52,79,26,41,262,59,0,29,0,2,167,262,26,159,1043,257,0,114,0,2,169,263,26,170,1058,258,0,115,17,Williams College,Private,4,4,4,4,3,4,1,3,3,4,3,3,2,1,2,3,3,3,1
18_17_18,2017,0,5,117,179,83,195,698,275,2,83,0,30,424,770,367,751,2928,985,12,403,0,30,433,781,452,870,2972,1029,12,409,18,Brown University,Private,4,4,4,4,4,4,2,3,4,4,2,2,2,2,1,2,2,2,1
19_17_18,2017,0,0,13,57,21,60,138,39,0,24,0,1,54,198,81,221,550,152,2,75,0,1,54,199,81,224,550,152,2,75,19,Claremont McKenna College,Private,4,4,4,4,3,4,3,4,3,4,2,2,2,1,1,2,2,2,1
21_17_18,2017,0,34,233,1822,212,1545,1793,2910,19,0,0,124,707,5096,811,5588,5463,10753,45,0,0,124,707,5096,811,5588,5463,10753,45,0,21,UCSD,Public,NA,1,4,4,4,1,1,3,3,3,2,1,2,3,1,1,3,2,1
22_17_18,2017,0,0,3,29,0,19,55,112,0,17,0,0,13,115,0,82,267,416,0,68,0,0,13,115,0,82,267,416,0,68,22,California Institute of Technology,Private,4,3,3,4,4,4,1,3,2,4,2,2,1,1,1,2,2,2,1
23_17_18,2017,0,2,40,79,0,81,219,137,0,45,0,4,147,281,2,307,932,554,0,148,0,0,0,3,103,20,5,1,0,1,23,Wellesley College,Private,4,3,4,3,3,4,2,3,3,4,2,2,2,2,1,2,2,2,2
24_17_18,2017,0,4,49,54,9,38,219,68,0,30,0,11,209,234,50,169,804,262,1,96,0,11,209,234,50,169,804,262,1,96,24,Amherst College,Private,4,3,4,4,4,4,1,4,4,4,4,2,2,1,1,2,3,2,1
25_17_18,2017,0,1,37,49,4,34,297,45,0,34,0,5,117,202,18,89,1128,120,1,132,0,5,117,202,18,91,1130,120,1,132,25,Bowdoin College,Private,4,4,4,3,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
26_17_18,2017,0,8,420,1321,245,121,3461,595,2,255,0,71,2090,7244,1072,670,18424,2732,210,1142,0,74,2218,7544,1126,887,19163,2852,214,1169,26,University of Florida,Public,4,2,4,3,4,1,1,4,4,4,3,2,3,2,1,1,4,3,2
27_17_18,2017,0,1,27,43,21,55,154,63,0,28,0,3,116,199,52,208,664,270,2,115,0,3,116,200,53,211,669,270,2,117,27,Swarthmore College,Private,4,4,4,3,4,4,2,3,2,4,2,2,2,2,2,2,2,2,2
28_17_18,2017,0,7,160,497,21,462,1269,700,8,234,0,26,875,2741,252,2523,7521,3886,46,1072,0,26,876,2743,316,2674,7527,3889,46,1073,28,University of Southern California,Private,4,3,4,4,4,4,2,3,3,3,2,2,1,1,1,2,2,2,1
29_17_18,2017,0,11,277,479,372,310,4145,943,8,302,0,43,1258,1692,1325,2003,17882,4130,16,1201,0,43,1263,1696,1347,2157,17940,4153,16,1206,29,UMich - Ann Arbor,Public,4,1,4,3,3,3,1,2,2,3,3,2,2,2,1,1,2,2,2
31_17_18,2017,0,18,323,342,173,121,2679,495,3,202,0,83,1487,1463,692,502,11615,1994,10,837,0,83,1507,1472,727,509,11687,2020,12,845,31,UNC,Public,4,3,3,4,4,4,1,4,4,4,2,2,1,4,1,2,3,3,1
38_17_18,2017,0,0,200,200,146,166,1466,572,1,110,0,4,1041,995,584,1294,7365,2965,7,558,0,5,1084,1032,597,1434,7607,3227,7,580,38,Georgia Tech,Public,4,1,4,3,3,2,1,4,3,3,2,2,3,3,1,2,3,3,2
39_17_18,2017,0,4,135,1732,66,1138,725,2456,17,272,0,14,563,7751,318,4906,4092,10455,88,1120,0,14,563,7751,318,4906,4092,10455,88,1120,39,UC Irvine,Public,4,1,4,4,4,NA,1,4,4,3,2,1,2,2,1,1,4,4,1
40_17_18,2017,0,3,500,996,45,1127,3092,1497,7,251,0,16,1957,3725,130,5121,14832,6072,22,1009,0,17,1975,3763,167,5548,15184,6248,23,1030,40,UIUC,Public,4,2,4,3,3,1,1,3,3,2,2,1,2,2,1,2,2,2,1
41_17_18,2017,0,2,447,317,60,241,2065,836,4,171,0,28,3691,2852,395,1523,14813,4980,25,1249,0,28,3738,2871,501,1527,14900,5011,25,1267,41,UMD,Public,4,3,4,4,3,3,1,2,3,2,3,2,2,3,1,2,2,2,1
46_17_18,2017,0,15,366,2064,51,336,3366,1864,8,311,0,60,1617,9220,354,2095,16580,8522,55,1462,0,61,1632,9312,362,2183,16832,8581,55,1474,46,UT Austin,Public,4,4,1,3,3,2,1,3,3,2,2,1,1,2,NA,2,3,3,1
50_17_18,2017,0,18,123,384,160,550,4736,443,5,191,0,59,631,1559,239,2734,21903,1793,31,982,0,60,688,1621,380,3184,23303,1918,31,1011,50,U-Wisconsin,Public,4,4,4,3,3,3,1,2,2,2,2,2,1,3,1,2,2,2,2
55_17_18,2017,0,2,121,153,74,99,897,108,2,75,0,10,458,586,320,389,3707,482,3,288,0,10,459,587,321,392,3733,490,3,290,55,William & Mary,Public,4,4,4,4,4,4,2,4,4,4,2,2,2,4,1,2,4,4,2
57_17_18,2017,0,8,41,863,254,75,2862,703,7,440,0,31,161,3575,1026,425,11649,2740,32,1610,0,31,161,3577,1027,463,11656,2740,32,1610,57,"Cal Poly State, San Luis Obispo",Public,4,1,4,4,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1
62_17_18,2017,0,4,466,390,57,70,3959,642,2,236,0,29,2250,1754,258,458,19898,2960,24,1092,0,29,2255,1761,260,516,19945,2965,24,1093,62,University of Georgia,Public,4,1,4,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
63_17_18,2017,0,8,224,434,69,890,5012,629,3,297,0,41,928,1537,705,4960,19416,2330,25,889,0,42,933,1541,708,4964,19557,2345,25,891,63,Purdue University,Public,4,2,4,4,3,3,1,3,2,3,3,1,2,2,1,2,2,2,2
68_17_18,2017,0,25,289,261,158,156,3373,338,1,198,0,90,1349,1187,575,1029,16184,1446,15,880,0,94,1407,1221,1166,1137,16700,1508,16,901,68,NC State,Public,4,4,4,4,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1
74_17_18,2017,0,2,123,312,0,105,400,623,1,39,0,22,1338,3889,0,1703,3039,4678,27,207,0,22,1352,3964,0,1703,3217,4761,27,207,74,"CUNY, Baruch College",Public,4,1,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1
75_17_18,2017,0,9,225,286,67,371,4321,645,4,267,0,84,1421,1304,247,2816,21350,3010,30,1273,0,93,1588,1401,1254,3090,23363,3290,31,1323,75,"University of Minnesota, Twin Cities",Public,4,4,4,4,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1
01_18_19,2018,0,4,113,135,18,167,537,290,1,73,0,9,413,556,75,653,2200,1136,6,253,0,0,0,0,0,0,0,0,0,0,1,Princeton University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
02_18_19,2018,0,12,98,287,6,192,533,386,7,175,0,56,460,1113,55,739,2415,1552,22,671,0,56,462,1113,55,739,2415,1552,22,673,2,Stanford University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,1,1,2,2,2,1
04_18_19,2018,0,6,129,236,7,172,619,306,2,96,0,28,449,798,26,646,2523,1122,4,367,0,28,449,798,26,646,2524,1122,4,367,4,Yale University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
07_18_19,2018,0,1,185,250,93,322,932,552,4,118,0,10,757,1065,218,1320,4157,2181,6,469,0,12,880,1158,388,1590,4897,2367,6,553,7,University of Pennsylvania,Private,4,3,4,4,4,4,3,3,3,4,2,2,2,2,1,2,2,2,2
08_18_19,2018,0,6,167,176,24,205,600,347,1,126,0,16,572,742,103,814,2607,1389,3,476,0,16,572,742,103,876,2609,1391,3,476,8,Harvard University,Private,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
09_18_19,2018,0,1,83,167,11,117,300,229,1,49,0,6,283,615,76,463,1317,1018,6,178,0,6,283,615,77,491,1318,1018,6,178,9,Rice University,Private,4,4,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,2
10_18_19,2018,0,9,265,503,257,340,1125,624,4,168,0,56,1038,2043,1210,1589,5516,2927,14,712,0,56,1038,2043,1213,1661,5518,2927,14,712,10,Cornell University,Private,4,3,4,4,4,4,2,4,4,4,2,2,2,2,1,2,2,2,1
11_18_19,2018,0,2,114,256,58,213,793,365,0,130,0,8,473,1034,329,780,3689,1446,1,471,0,0,0,0,0,0,0,0,0,0,11,Northwestern University,Private,4,4,4,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2
15_18_19,2018,0,5,190,162,72,199,639,240,6,89,0,31,739,682,327,599,3103,952,23,384,0,31,739,682,336,607,3106,953,23,384,15,Vanderbilt University,Private,4,4,4,4,4,3,2,4,3,4,2,2,2,2,1,2,2,2,1
16_18_19,2018,0,16,58,117,11,128,605,171,1,60,0,74,260,429,56,403,2185,662,13,230,0,74,263,430,79,434,2221,671,13,232,16,Dartmouth College,Private,4,4,4,4,4,4,2,4,3,4,2,2,2,1,1,2,2,2,2
17_18_19,2018,0,1,33,65,29,45,263,67,0,30,0,2,165,263,54,158,1016,256,0,106,0,2,165,264,54,171,1051,259,0,107,17,Williams College,Private,4,4,4,4,3,4,1,3,3,4,3,3,2,1,2,3,3,3,1
